"Supplied Name","guid","scientificName","family","kingdom","Authority","Country","Kingdom","Environment","Origin","Evidence of impact","Verification","Year","Source"
"Aloe striata x maculata",,,,,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Aloe vera","https://id.biodiversity.org.au/node/apni/2896676","Aloe vera","Asphodelaceae",,"Burm. f. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alopecurus aequalis","https://id.biodiversity.org.au/node/apni/2909713","Alopecurus aequalis","Poaceae",,"Sobol.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alopecurus geniculatus","https://id.biodiversity.org.au/node/apni/2915744","Alopecurus geniculatus","Poaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alopecurus myosuroides","https://id.biodiversity.org.au/node/apni/2896763","Alopecurus myosuroides","Poaceae",,"Huds.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alopecurus pratensis","https://id.biodiversity.org.au/node/apni/2888677","Alopecurus pratensis","Poaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alpinia zerumbet","https://id.biodiversity.org.au/node/apni/2903425","Alpinia zerumbet","Zingiberaceae",,"B.L.Burtt & R.M.Sm. (Pers.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alstroemeria aurea","https://id.biodiversity.org.au/node/apni/2908612","Alstroemeria aurea","Alstroemeriaceae",,"Graham","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alstroemeria pulchella","https://id.biodiversity.org.au/taxon/apni/51266442","Alstroemeria psittacina","Alstroemeriaceae",,"L.f.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alternanthera brasiliana","https://id.biodiversity.org.au/node/apni/2911964","Alternanthera brasiliana","Amaranthaceae",,"(L.) Kuntze","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alternanthera ficoidea","https://id.biodiversity.org.au/node/apni/2906605","Alternanthera ficoidea","Amaranthaceae",,"P. Beauv. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alternanthera philoxeroides","https://id.biodiversity.org.au/node/apni/2890667","Alternanthera philoxeroides","Amaranthaceae",,"Griseb. (Mart.)","Australia","Plantae","terrestrial/freshwater","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alternanthera pungens","https://id.biodiversity.org.au/node/apni/2887511","Alternanthera pungens","Amaranthaceae",,"Kunth","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alternanthera sessilis","https://id.biodiversity.org.au/taxon/apni/51266496","Alternanthera sessilis","Amaranthaceae",,"R. Br. ex DC. (L.)","Australia","Plantae","terrestrial/freshwater","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus bupleurifolius","https://id.biodiversity.org.au/node/apni/2921003","Alysicarpus bupleurifolius","Fabaceae",,"DC. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus glumaceus","https://id.biodiversity.org.au/node/apni/2904284","Alysicarpus schomburgkii","Fabaceae",,"DC. (Vahl)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus longifolius","https://id.biodiversity.org.au/node/apni/2913576","Alysicarpus brownii","Fabaceae",,"Wight & Arn. (Spreng.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus ovalifolius","https://id.biodiversity.org.au/node/apni/2909637","Alysicarpus ovalifolius","Fabaceae",,"Leonard (Schum.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus rugosus",,,,,"DC. (Willd.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alysicarpus vaginalis","https://id.biodiversity.org.au/node/apni/2915534","Alysicarpus vaginalis","Fabaceae",,"DC. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alyssum alyssoides","https://id.biodiversity.org.au/node/apni/2911229","Alyssum alyssoides","Brassicaceae",,"L. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Alyssum linifolium","https://id.biodiversity.org.au/node/apni/2901438","Alyssum linifolium","Brassicaceae",,"Stephan","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus albus","https://id.biodiversity.org.au/node/apni/2897549","Amaranthus albus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus blitum","https://id.biodiversity.org.au/node/apni/9030685","Amaranthus blitum","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus caudatus","https://id.biodiversity.org.au/node/apni/2914938","Amaranthus caudatus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus cruentus","https://id.biodiversity.org.au/taxon/apni/51292771","Amaranthus cruentus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus deflexus","https://id.biodiversity.org.au/node/apni/2894648","Amaranthus deflexus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus dubius","https://id.biodiversity.org.au/node/apni/2919378","Amaranthus dubius","Amaranthaceae",,"Mart. ex Thell.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus hybridus","https://id.biodiversity.org.au/node/apni/2912532","Amaranthus hybridus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus melancholicus","https://id.biodiversity.org.au/node/apni/2910750","Amaranthus tricolor","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus mitchellii","https://id.biodiversity.org.au/node/apni/6883516","Amaranthus mitchellii","Amaranthaceae",,"Benth.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus muricatus","https://id.biodiversity.org.au/node/apni/2892796","Amaranthus muricatus","Amaranthaceae",,"Hieron. (Moq.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus oleraceus","https://id.biodiversity.org.au/node/apni/9030685","Amaranthus blitum","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus powellii","https://id.biodiversity.org.au/node/apni/2912670","Amaranthus powellii","Amaranthaceae",,"S. Watson","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus quitensis","https://id.biodiversity.org.au/node/apni/2903900","Amaranthus quitensis","Amaranthaceae",,"Kunth","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus retroflexus","https://id.biodiversity.org.au/node/apni/2886290","Amaranthus retroflexus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus spinosus","https://id.biodiversity.org.au/node/apni/2886429","Amaranthus spinosus","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus tricolor","https://id.biodiversity.org.au/node/apni/2910750","Amaranthus tricolor","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaranthus viridis","https://id.biodiversity.org.au/taxon/apni/51266535","Amaranthus viridis","Amaranthaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amaryllis belladonna","https://id.biodiversity.org.au/node/apni/2913921","Amaryllis belladonna","Amaryllidaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amathia distans","NZOR-6-91261","Amathia distans","Vesiculariidae",,"Busk, 1886","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS). 
NIMPIS (National Introduced Marine Pest Information System). (2015). Online publication NIMPIS (National Introduced Marine Pest Information System).."
"Ambrosia confertiflora","https://id.biodiversity.org.au/node/apni/2910910","Ambrosia confertiflora","Asteraceae",,"DC.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ambrosia polystachya",,,,,"DC.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ambrosia tenuifolia","https://id.biodiversity.org.au/node/apni/2910472","Ambrosia tenuifolia","Asteraceae",,"Spreng.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ammannia auriculata","https://id.biodiversity.org.au/node/apni/7501319","Ammannia auriculata","Lythraceae",,"Willd.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ammi majus","https://id.biodiversity.org.au/node/apni/2889364","Ammi majus","Apiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ammi visnaga","https://id.biodiversity.org.au/node/apni/2889827","Ammi visnaga","Apiaceae",,"Lam. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ammobium alatum","https://id.biodiversity.org.au/node/apni/2918845","Ammobium alatum","Asteraceae",,"R. Br.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Ammophila arenaria","https://id.biodiversity.org.au/node/apni/2913418","Ammophila arenaria","Poaceae",,"Link (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amniataba percoides","urn:lsid:biodiversity.org.au:afd.taxon:1e379aac-1b45-4e99-b6cb-5615437f0ddd","Amniataba percoides","Terapontidae",,"(G?nther, 1864)","Australia","Animalia","freshwater","Alien","Yes","No","2018",
"Ampelodesmos mauritanicus","NZOR-6-82287","Ampelodesmos mauritanicus","Poaceae",,"T.Durand & Schinz (Poir.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amphibalanus amphitrite","urn:lsid:biodiversity.org.au:afd.taxon:2a4ca4d7-e56f-4594-93f1-99df98d6ab47","Amphibalanus amphitrite","Balanidae",,"Darwin, 1854","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Amphibalanus improvisus","urn:lsid:biodiversity.org.au:afd.taxon:4dae6f95-1cf3-43b1-841d-605813da860d","Amphibalanus improvisus","Balanidae",,"Darwin, 1854","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Amphibalanus reticulatus","urn:lsid:biodiversity.org.au:afd.taxon:0a1455db-1d46-46d9-85a7-5217e4c03537","Amphibalanus reticulatus","Balanidae",,"Utinomi, 1967","Australia","Animalia","marine","Alien","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Amphilophium crucigerum",,,,,"(L.) L.G.Lohmann","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Amphilophus citrinellus","urn:lsid:biodiversity.org.au:afd.taxon:cedf468c-67b6-4111-a70a-2fae667789d8","Amphilophus citrinellus","Cichlidae",,"(G?nther, 1864)","Australia","Animalia","freshwater","Alien","No","No","2018",
"Amphilophus labiatus","urn:lsid:biodiversity.org.au:afd.taxon:318b3292-1c67-445d-8209-10eeb3ef717a","Amphilophus labiatus","Cichlidae",,"(G?nther, 1864)","Australia","Animalia","freshwater","Alien","No","No","2018",
